id,order_id,order_category,order_time,order_quantity,order_type,order_price,All_or_none,Minimum_fill,Disclosed_Quantity,user_id,order_status,traded_quantity,trade_price_list,trade_quant_list,trade_id
4558,76b4dccc-4090-49d1-a5cf-54b3685f033b,Sell,2020-09-18 10:02:29.807220,109,LM,100.0,False,109,109,Generator,Accepted,109,100.15 ,109 ,
4559,d86da705-cb03-46dd-a0f7-34ab6e457224,Buy,2020-09-18 10:02:30.314861,93,LM,99.9,False,93,93,Generator,Waiting,0,,,
4560,75e5cfb2-955b-42cc-8352-7ef1ee6b8823,Sell,2020-09-18 10:02:30.829486,100,LM,99.9,False,100,100,Generator,Accepted,100,100.05 ,100 ,
4561,97ea03fb-3a79-4038-a7e5-a4bae7476d93,Buy,2020-09-18 10:02:31.350092,84,LM,100.1,False,84,84,Generator,Accepted,84,-1 ,84 ,
4562,311a200a-b04d-4069-aab5-7f9b1fd1fe61,Buy,2020-09-18 10:02:31.878678,91,LM,100.2,False,91,91,Generator,Accepted,91,-1 ,91 ,
4563,3e81c54e-b158-417b-91f0-befc4d9215c5,Buy,2020-09-18 10:02:32.398290,93,MR,-1.0,False,0,93,Generator,Waiting,0,,,
4564,aaa178e9-74e9-4406-bab9-7a2680a55601,Buy,2020-09-18 10:02:32.920891,111,LM,99.95,True,111,111,Generator,Waiting,0,,,
4565,e56228eb-1243-4dad-a888-085c300f3d62,Sell,2020-09-18 10:02:33.525634,95,LM,100.05,True,95,95,Generator,Accepted,95,-1 ,95 ,
4566,6f11707c-2e64-47b2-afd6-f4a47be3078f,Buy,2020-09-18 10:02:34.062200,95,MR,-1.0,False,0,95,Generator,Accepted,95,100.05 ,95 ,
4567,301cc5bb-5de0-408d-91fe-c9f46139d621,Sell,2020-09-18 10:02:34.588975,101,LM,99.75,False,101,101,Generator,Accepted,101,100.05 ,101 ,
4568,2ff37792-1590-4cfb-b226-36f2643dd0e2,Buy,2020-09-18 10:02:35.110318,100,LM,99.95,True,100,100,Generator,Waiting,0,,,
4569,850f1d60-e862-4ff7-ac90-5ffcb96524ab,Buy,2020-09-18 10:02:35.684778,96,LM,99.7,True,96,96,Generator,Waiting,0,,,
4570,20569241-f9d5-43c4-b0c2-b89f3fbd37ca,Sell,2020-09-18 10:02:36.206383,105,LM,99.65,False,105,105,Generator,Accepted,105,-1 ,105 ,
4571,9435db81-1659-4e62-a42f-2282ea629bec,Sell,2020-09-18 10:02:36.725180,98,LM,100.3,False,98,98,Generator,Waiting,0,,,
4572,af3c7e0f-e713-46d2-9b28-2316951c3737,Buy,2020-09-18 10:02:37.261954,99,LM,99.9,False,99,99,Generator,Waiting,0,,,
4573,4c68ec08-ab69-4bd8-ba79-e00f60a49f3e,Sell,2020-09-18 10:02:38.089725,108,LM,100.1,False,108,108,Generator,Waiting,0,,,
4574,09524e83-2fb0-4194-9df4-df42410d26a5,Sell,2020-09-18 10:02:38.622300,110,LM,99.95,False,110,110,Generator,Waiting,0,,,
4575,81f53d6a-6c29-4c97-8da7-b44ba9ddd159,Sell,2020-09-18 10:02:39.138919,104,MR,-1.0,False,0,104,Generator,Waiting,91,100.2 ,91 ,
4576,6f2299eb-9ca4-42cd-b2bf-2bb6d3f7fa05,Sell,2020-09-18 10:02:39.660525,101,MR,-1.0,False,0,101,Generator,Waiting,84,100.1 ,84 ,
4577,0fd354ea-f707-4dac-92fb-6ad1d9b74b3b,Buy,2020-09-18 10:02:40.179136,110,LM,99.7,False,110,110,Generator,Waiting,0,,,
4578,c39a7321-f2e6-4a7f-9eb1-c7f90da3d3a2,Buy,2020-09-18 10:02:40.696754,110,LM,99.65,True,110,110,Generator,Waiting,0,,,
4579,d375f04b-709d-4a7c-8454-49c2d4e9a452,Buy,2020-09-18 10:02:41.224496,101,LM,100.05,False,101,101,Generator,Accepted,101,99.75 ,101 ,
4580,753f0d31-c6c3-4217-9473-2368eb8764d5,Buy,2020-09-18 10:02:41.741852,102,LM,99.9,False,102,102,Generator,Waiting,0,,,
4581,5a724de8-da7a-44a5-89bf-75874a0a2e3f,Sell,2020-09-18 10:02:42.267023,97,LM,100.25,False,97,97,Generator,Waiting,0,,,
4582,50ab530d-60af-4ba7-b0b2-6d7100c72572,Sell,2020-09-18 10:02:42.788630,91,MR,-1.0,False,0,91,Generator,Waiting,0,,,
4583,3682762f-69a4-4d3d-a772-d85bc6165c2b,Buy,2020-09-18 10:02:43.306246,99,LM,99.75,False,99,99,Generator,Waiting,0,,,
4584,53217fab-152e-46e2-a3df-74415d950079,Sell,2020-09-18 10:02:43.823860,89,LM,99.9,False,89,89,Generator,Accepted,89,-1 ,89 ,
4585,8c62aa53-6a0f-4f44-8da9-63641d8100d3,Buy,2020-09-18 10:02:44.340479,96,LM,99.95,False,96,96,Generator,Waiting,0,,,
4586,16bb388a-e734-4029-a46f-c6d25edcf62c,Sell,2020-09-18 10:02:44.860501,95,LM,99.95,True,95,95,Generator,Waiting,0,,,
4587,8acbf71c-af8c-49e5-bf18-c7c20d2b2d6b,Sell,2020-09-18 10:02:45.373311,102,LM,99.9,True,102,102,Generator,Accepted,102,100.05 ,102 ,
4588,62d1c7a2-b683-4b2b-8d31-cf96ce002952,Buy,2020-09-18 10:02:45.891204,99,LM,100.0,False,99,99,Generator,Accepted,99,99.8 ,99 ,
4589,49a97725-6abf-469e-bf5e-e67ba64ed6ff,Buy,2020-09-18 10:02:46.404013,102,LM,100.0,False,102,102,Generator,Accepted,102,99.9 ,102 ,
4590,c0090ec7-f154-462f-ba92-7e1cdcf42e3d,Sell,2020-09-18 10:02:46.913648,94,LM,100.1,False,94,94,Generator,Waiting,0,,,
4591,e741c51f-9101-4a27-b339-7fff217e7e8c,Buy,2020-09-18 10:02:47.741433,103,LM,99.7,False,103,103,Generator,Waiting,0,,,
4592,48f8647a-9668-44ac-aef3-45b3272423c9,Sell,2020-09-18 10:02:48.252960,103,LM,100.1,True,103,103,Generator,Waiting,0,,,
4593,469f4019-e256-4ae7-afae-f3f977b9569c,Buy,2020-09-18 10:02:48.768581,97,MR,-1.0,False,0,97,Generator,Waiting,89,99.9 ,89 ,
4594,1177d87a-22c3-48af-a149-0185968a7285,Buy,2020-09-18 10:02:49.330081,92,LM,99.65,False,92,92,Generator,Waiting,0,,,
4595,3ce27745-607b-4cd2-98f4-e722637f7730,Sell,2020-09-18 10:02:49.851684,110,LM,99.9,False,110,110,Generator,Waiting,0,,,
4596,1a2407ba-317b-40a5-a72d-8dd0aabdc86c,Buy,2020-09-18 10:02:50.366024,112,MR,-1.0,False,0,112,Generator,Waiting,105,99.65 ,105 ,
4597,c000ae08-ab2c-49c7-a4ee-957e524c9a02,Sell,2020-09-18 10:02:50.885633,101,LM,99.95,False,101,101,Generator,Waiting,0,,,
4598,74f68b0e-07c3-4515-86ef-3037663d22e9,Buy,2020-09-18 10:02:51.397266,104,LM,100.1,False,104,104,Generator,Accepted,104,-1 ,104 ,
4599,f56e87eb-589c-4382-b862-c08ba2a18fce,Sell,2020-09-18 10:02:51.911889,90,LM,99.9,False,90,90,Generator,Accepted,90,-1 ,90 ,
4600,9689c28c-1afb-4b0b-a7d4-a3c2fdd7fa03,Buy,2020-09-18 10:02:52.423521,105,LM,99.7,False,105,105,Generator,Waiting,0,,,
4601,ca3bed9f-5284-4a30-b2bb-aacad4cfe788,Sell,2020-09-18 10:02:52.935883,95,LM,100.0,False,95,95,Generator,Waiting,0,,,
4602,9ccb94e9-2a10-44c8-81ed-616890abcbb6,Sell,2020-09-18 10:02:53.446499,97,LM,100.05,False,97,97,Generator,Waiting,0,,,
4603,e1f3a785-0d2a-45cc-b6ee-c989ee2f7468,Sell,2020-09-18 10:02:53.960127,96,MR,-1.0,False,0,96,Generator,Waiting,92,100.05 ,92 ,
4604,d1ed467f-ee73-4917-9154-84cbbe600173,Buy,2020-09-18 10:02:54.478739,102,LM,99.65,False,102,102,Generator,Waiting,0,,,
4605,5053eb96-48ad-48d7-b179-0fb24a2d53dc,Buy,2020-09-18 10:02:55.018453,94,LM,100.1,True,94,94,Generator,Accepted,94,-1 ,94 ,
4606,a86184dc-c7c8-4392-a6ba-689355562047,Sell,2020-09-18 10:02:55.528088,99,LM,100.05,False,99,99,Generator,Waiting,0,,,
4607,1da9cebf-e36c-4100-8474-b96eb1e84003,Sell,2020-09-18 10:02:56.037147,100,LM,99.95,True,100,100,Generator,Waiting,0,,,
4608,5def76e0-8abf-4093-8283-1dfd5234b5e9,Sell,2020-09-18 10:02:56.550774,95,LM,100.0,False,95,95,Generator,Waiting,0,,,
4609,31d62836-6d59-4e8b-9361-34d72ad563e5,Buy,2020-09-18 10:02:57.059412,96,LM,99.95,False,96,96,Generator,Waiting,0,,,
4610,22fc6c4b-a99a-443c-8ef3-00b508b209f3,Buy,2020-09-18 10:02:57.571082,107,LM,100.05,True,107,107,Generator,Accepted,107,100.0 ,107 ,
4611,21826c50-e461-4c7c-990d-e3b783a509f0,Sell,2020-09-18 10:02:58.090692,96,LM,100.05,False,96,96,Generator,Waiting,0,,,
4612,af8ef9a9-19fb-43a7-8bca-1b01059060b8,Buy,2020-09-18 10:02:58.604927,96,LM,100.0,False,96,96,Generator,Accepted,96,99.95 ,96 ,
4613,f594c79a-8c02-466f-80fd-757d09aa2743,Buy,2020-09-18 10:02:59.119549,103,LM,100.05,True,103,103,Generator,Accepted,103,100.05 ,103 ,
4614,78cdb135-b9f5-4898-ab32-056969ece8ab,Sell,2020-09-18 10:02:59.634173,93,LM,100.15,False,93,93,Generator,Waiting,0,,,
4615,2a5a2690-3ea6-4d0a-9f3c-c4d7c845b21f,Sell,2020-09-18 10:03:00.151955,90,MR,-1.0,False,0,90,Generator,Waiting,0,,,
4616,4c7fccda-01c7-4ef4-9b7c-721893f5e649,Sell,2020-09-18 10:03:00.821202,97,LM,100.05,False,97,97,Generator,Waiting,0,,,
4617,d5b22d73-00c2-4013-a18d-3310724fc03c,Sell,2020-09-18 10:03:01.360763,104,MR,-1.0,False,0,104,Generator,Accepted,104,100.1 ,104 ,
4618,a691772c-1d16-4275-8e69-9c13353bb977,Sell,2020-09-18 10:03:01.870396,99,LM,100.15,False,99,99,Generator,Waiting,0,,,
4619,8c4cc426-ad0e-4ed4-a2b9-6406be62c386,Sell,2020-09-18 10:03:02.381030,101,LM,99.8,False,101,101,Generator,Waiting,0,,,
4620,ecb803a2-f9c8-4ad4-959a-3dc3d47aa303,Sell,2020-09-18 10:03:02.892371,92,LM,99.9,False,92,92,Generator,Accepted,92,-1 ,92 ,
4621,7a93cf81-a182-4bf8-8314-2bbcb46d9f4e,Buy,2020-09-18 10:03:03.398019,95,MR,-1.0,False,0,95,Generator,Waiting,90,99.9 ,90 ,
4622,b017d89d-43c0-4c93-aae1-3d8d3e0fc6fc,Buy,2020-09-18 10:03:03.948289,100,LM,99.95,True,100,100,Generator,Waiting,0,,,
4623,d9055778-a8fc-4704-b2ee-f078596d348f,Buy,2020-09-18 10:03:04.459346,95,MR,-1.0,False,0,95,Generator,Waiting,92,99.9 ,92 ,
4624,a69ad82a-6d86-4644-b55e-2e1b513acf88,Buy,2020-09-18 10:03:04.994912,92,LM,100.15,True,92,92,Generator,Accepted,92,-1 ,92 ,
4625,86593578-d716-48a2-8442-08924a46201c,Sell,2020-09-18 10:03:05.507702,103,LM,100.05,False,103,103,Generator,Accepted,103,100.05 ,103 ,
4626,db5a784d-0dd6-45db-9e24-6c84b8b0caca,Sell,2020-09-18 10:03:06.035295,87,LM,99.95,False,87,87,Generator,Accepted,87,-1 ,87 ,
4627,b46e7667-edfe-4067-a302-30bd305262f9,Sell,2020-09-18 10:03:06.567868,99,LM,100.1,False,99,99,Generator,Waiting,0,,,
4628,08265800-be0a-459c-9182-2324840f5cc6,Sell,2020-09-18 10:03:07.078502,97,LM,99.95,False,97,97,Generator,Waiting,0,,,
4629,23ba03d1-92f3-4fa9-80f8-5e07e2f95ebb,Sell,2020-09-18 10:03:07.589327,102,LM,99.75,False,102,102,Generator,Accepted,102,-1 ,102 ,
4630,0f5fcf38-9f09-4b7e-b76e-9adacedbbee9,Buy,2020-09-18 10:03:08.102873,92,LM,99.8,False,92,92,Generator,Accepted,92,-1 ,92 ,
4631,5c267a55-994d-40ce-81d3-bc15be1b251e,Sell,2020-09-18 10:03:08.616200,96,LM,100.0,True,96,96,Generator,Accepted,96,100.15 ,96 ,
4632,16cb0cfd-6be5-43a8-b4cb-b5048da691f6,Buy,2020-09-18 10:03:09.156753,103,LM,99.8,False,103,103,Generator,Waiting,0,,,
4633,b7de5160-aaa2-4539-a603-0ea5c14abefc,Sell,2020-09-18 10:03:09.670380,97,LM,100.05,False,97,97,Generator,Waiting,0,,,
4634,2a68192c-ef3a-4d1e-91ba-50a683b79cf3,Sell,2020-09-18 10:03:10.217916,100,MR,-1.0,False,0,100,Generator,Waiting,92,100.15 ,92 ,
4635,550aa4b0-05dd-423a-97b6-bb1d8f80b9fe,Buy,2020-09-18 10:03:10.735532,96,LM,100.15,True,96,96,Generator,Accepted,96,100.0 ,96 ,
4636,bf1d85f8-8e37-44b9-bc3e-7265777efc8a,Buy,2020-09-18 10:03:11.265114,103,LM,100.05,False,103,103,Generator,Accepted,103,100.0 ,103 ,
4637,4892c9b2-8b13-4612-8ae1-58874735a545,Sell,2020-09-18 10:03:11.776746,107,MR,-1.0,False,0,107,Generator,Waiting,94,100.1 ,94 ,
4638,3abed122-809d-4818-a283-faa24ef5b4fd,Buy,2020-09-18 10:03:12.286383,93,LM,99.85,False,93,93,Generator,Waiting,0,,,
4639,59431056-1c15-4dd9-8ce1-36997fbb58e7,Buy,2020-09-18 10:03:12.801641,108,LM,100.0,True,108,108,Generator,Accepted,108,99.85 ,108 ,
4640,2e44b709-bcb1-43cb-b7da-4c25c5cf10a5,Sell,2020-09-18 10:03:13.314269,99,LM,100.1,False,99,99,Generator,Waiting,0,,,
4641,156d6314-40ae-4994-89c1-8f7ed3cdccb8,Sell,2020-09-18 10:03:13.830078,99,LM,99.8,False,99,99,Generator,Accepted,99,100.0 ,99 ,
4642,10a30a13-149d-40cf-ac66-df89fe23b4e4,Sell,2020-09-18 10:03:14.336727,100,LM,100.0,False,100,100,Generator,Waiting,0,,,
4643,791a91d8-2696-43d8-9fda-6716ad765fdc,Buy,2020-09-18 10:03:14.845640,96,LM,100.0,True,96,96,Generator,Accepted,96,100.0 ,96 ,
4644,a08e75ff-ee5a-44ae-96eb-aeb7422bc9c0,Buy,2020-09-18 10:03:15.357631,109,LM,100.0,False,109,109,Generator,Accepted,109,99.75 ,109 ,
4645,b1c8e661-8f41-42e8-afb5-de21a03b0171,Sell,2020-09-18 10:03:15.871318,96,MR,-1.0,False,0,96,Generator,Waiting,93,100.0 ,93 ,
4646,2007f0c3-c62b-4994-b162-dd7619d3876c,Sell,2020-09-18 10:03:16.391276,96,LM,99.95,False,96,96,Generator,Accepted,96,100.15 ,96 ,
4647,9f7da4c1-c2dd-4f28-8f6b-897371360e3d,Sell,2020-09-18 10:03:16.965856,93,LM,100.15,False,93,93,Generator,Waiting,0,,,
4648,234f1a04-58b5-4ea3-8bc1-77493d83914a,Sell,2020-09-18 10:03:17.785662,91,LM,100.25,True,91,91,Generator,Waiting,0,,,
4649,46435439-b98e-4bb7-83cc-4d873f6b4ea6,Buy,2020-09-18 10:03:18.341177,97,LM,99.95,False,97,97,Generator,Waiting,0,,,
4650,f664bb59-8743-44b6-b8d3-c8bcad5dd803,Buy,2020-09-18 10:03:18.868790,95,LM,99.9,False,95,95,Generator,Waiting,0,,,
4651,a7562e50-e766-4147-b05e-6d8e10055d9e,Buy,2020-09-18 10:03:19.377622,99,LM,100.0,False,99,99,Generator,Accepted,99,99.9 ,99 ,
4652,5dc7f67d-3b08-45bf-85ce-1e6c367360a7,Sell,2020-09-18 10:03:19.885207,91,LM,100.1,False,91,91,Generator,Waiting,0,,,
4653,28637136-cc6d-477e-a32a-1894db87538c,Sell,2020-09-18 10:03:20.397122,92,LM,99.9,False,92,92,Generator,Accepted,92,-1 ,92 ,
4654,1043b344-2839-42fe-8ab7-b88fb400abe6,Buy,2020-09-18 10:03:20.906757,105,LM,100.0,False,105,105,Generator,Waiting,0,,,
4655,752b60fe-18e1-4569-a34b-c97524d80d30,Buy,2020-09-18 10:03:21.415399,102,LM,100.05,False,102,102,Generator,Accepted,102,99.9 ,102 ,
4656,3562ce3e-7af2-432e-820c-baf0cdf23007,Sell,2020-09-18 10:03:21.924039,98,LM,100.1,False,98,98,Generator,Waiting,0,,,
4657,a43bb612-8875-48a7-879d-8f31b92e8e0d,Sell,2020-09-18 10:03:22.432439,102,LM,99.9,True,102,102,Generator,Accepted,102,100.0 ,102 ,
4658,4e7c10f4-4065-467c-8df8-731f33e363f6,Sell,2020-09-18 10:03:22.945067,95,LM,99.75,False,95,95,Generator,Accepted,95,-1 ,95 ,
4659,340176a8-e7a1-446b-ab00-182d2b6f7ca3,Buy,2020-09-18 10:03:23.459691,91,MR,-1.0,False,0,91,Generator,Waiting,87,99.95 ,87 ,
4660,d03abd3a-bdfb-412b-9057-a1cf7248ed97,Buy,2020-09-18 10:03:24.001242,95,LM,100.0,False,95,95,Generator,Accepted,95,-1 ,95 ,
4661,68363257-4f4c-49b7-9874-aaec8d645acc,Buy,2020-09-18 10:03:24.511877,93,LM,100.05,False,93,93,Generator,Accepted,93,-1 ,93 ,
4662,0633d08a-06b0-438f-938a-6b96c5013ee6,Buy,2020-09-18 10:03:25.023507,97,LM,100.0,False,97,97,Generator,Waiting,0,,,
4663,d4ce560d-2bb3-46a1-9f6e-fa5e9549d1a0,Buy,2020-09-18 10:03:25.533147,105,LM,99.95,False,105,105,Generator,Waiting,0,,,
4664,cbf8bedd-e3f4-43db-b464-c1ad5a050800,Sell,2020-09-18 10:03:26.042784,98,LM,99.95,False,98,98,Generator,Accepted,98,100.05 ,98 ,
4665,526cc9ed-8868-435f-8fd7-20915aa62968,Buy,2020-09-18 10:03:26.549098,105,MR,-1.0,False,0,105,Generator,Waiting,102,99.75 ,102 ,
4666,1ce024e3-3558-4003-8051-f89e3023be0f,Sell,2020-09-18 10:03:27.059834,101,LM,100.1,False,101,101,Generator,Waiting,0,,,
4667,53c89a1b-d6b4-4848-b1b1-c4cf938652de,Sell,2020-09-18 10:03:27.588418,88,LM,100.05,False,88,88,Generator,Waiting,0,,,
4668,d35c9618-d8a7-4cd9-aa1d-c8085e88f6b3,Sell,2020-09-18 10:03:28.102047,91,LM,99.95,False,91,91,Generator,Accepted,91,-1 ,91 ,
4669,fd32962e-69db-4322-b477-cd9bffe5c9c4,Buy,2020-09-18 10:03:28.643598,93,MR,-1.0,False,0,93,Generator,Waiting,92,99.9 ,92 ,
4670,5eb1418d-d006-4ce0-a8ba-59c917f10738,Sell,2020-09-18 10:03:29.167196,92,MR,-1.0,False,0,92,Generator,Accepted,92,99.8 ,92 ,
4671,6ef1c90c-e139-424d-b610-d12de40cfcf6,Sell,2020-09-18 10:03:29.691866,94,MR,-1.0,False,0,94,Generator,Waiting,93,100.05 ,93 ,
4672,3ae86abf-f351-4f71-a3ea-f81cdddfa578,Sell,2020-09-18 10:03:30.203268,94,LM,100.15,False,94,94,Generator,Waiting,0,,,
4673,42327016-e140-4a83-a035-a8f0e677f300,Sell,2020-09-18 10:03:30.730577,107,LM,100.0,False,107,107,Generator,Accepted,107,100.05 ,107 ,
4674,e63f4ca3-4c36-4afe-956b-14bacbd41412,Sell,2020-09-18 10:03:31.252192,96,LM,100.0,False,96,96,Generator,Accepted,96,100.0 ,96 ,
4675,702fb299-896d-41e3-b975-04f4c926a219,Buy,2020-09-18 10:03:31.860555,99,LM,99.8,False,99,99,Generator,Waiting,0,,,
4676,12cdf3af-5784-497c-b81b-798c5116548c,Sell,2020-09-18 10:03:32.698314,108,LM,99.85,False,108,108,Generator,Accepted,108,100.0 ,108 ,
4677,7f97608d-93d6-4a46-8f75-2b6741210b3a,Buy,2020-09-18 10:03:33.216928,104,LM,99.95,False,104,104,Generator,Waiting,0,,,
4678,8be6a375-1671-4137-a822-68df0f904abf,Buy,2020-09-18 10:03:33.750499,103,LM,100.1,False,103,103,Generator,Accepted,103,99.95 ,103 ,
4679,41ca05bf-4163-4404-a384-7e0280e207f1,Sell,2020-09-18 10:03:34.267118,96,LM,99.95,True,96,96,Generator,Accepted,96,100.0 ,96 ,
4680,300ed282-525c-41be-ba5d-f1bef6929fe4,Buy,2020-09-18 10:03:34.805678,96,LM,100.05,False,96,96,Generator,Accepted,96,-1 ,96 ,
4681,1fe12fd4-77d7-4858-96d7-f60944e1d4c2,Buy,2020-09-18 10:03:35.339250,100,LM,99.95,False,100,100,Generator,Waiting,0,,,
4682,fd62770f-d61f-4c67-9297-ad7901677fdf,Sell,2020-09-18 10:03:35.872824,104,LM,99.95,False,104,104,Generator,Waiting,0,,,
4683,5f3ba71e-bb38-45c8-accd-db992851a8f6,Sell,2020-09-18 10:03:36.388444,99,LM,99.9,True,99,99,Generator,Accepted,99,100.0 ,99 ,
4684,be6b074d-e0db-4880-8aef-a52cf11fc5cc,Sell,2020-09-18 10:03:36.906060,102,LM,100.0,True,102,102,Generator,Waiting,0,,,
4685,58e6ab9d-12d5-4448-b119-801e57d86029,Buy,2020-09-18 10:03:37.425670,99,LM,99.95,False,99,99,Generator,Waiting,0,,,
4686,6ebadf0c-457a-4318-862b-411c4dcdfedc,Buy,2020-09-18 10:03:37.945280,100,LM,99.8,False,100,100,Generator,Waiting,0,,,
4687,e8503a1c-6fc6-47f9-be81-c1b802a3e0ad,Buy,2020-09-18 10:03:38.463894,104,MR,-1.0,False,0,104,Generator,Waiting,95,99.75 ,95 ,
4688,640fc74c-d68c-4c0e-9050-165f9d931f49,Buy,2020-09-18 10:03:38.992480,98,LM,99.85,False,98,98,Generator,Waiting,0,,,
4689,935bf835-b99b-4107-8393-383dfaa80f6e,Sell,2020-09-18 10:03:39.510094,104,LM,100.0,False,104,104,Generator,Waiting,0,,,
4690,fb559794-0d65-4f44-a9a7-a2e821afec17,Sell,2020-09-18 10:03:40.023721,102,LM,100.2,False,102,102,Generator,Waiting,0,,,
4691,145e9fd5-8473-45d4-8800-f2de75153617,Buy,2020-09-18 10:03:40.539362,96,LM,100.15,False,96,96,Generator,Accepted,96,99.95 ,96 ,
4692,81f21679-404f-44bc-8fcf-2362eb137a8c,Sell,2020-09-18 10:03:41.054964,103,LM,99.95,False,103,103,Generator,Accepted,103,100.1 ,103 ,
4693,c36ff1b0-ef80-4609-a4fd-b35c66b64ce9,Buy,2020-09-18 10:03:41.563604,103,LM,100.15,False,103,103,Generator,Accepted,103,-1 ,103 ,
4694,b8f4cb3f-825b-4930-8c94-9e28ed0bdeab,Sell,2020-09-18 10:03:42.069640,100,LM,100.05,False,100,100,Generator,Waiting,0,,,
4695,04513985-6179-4b2b-9028-550dada9e0b6,Sell,2020-09-18 10:03:42.582986,97,LM,100.2,False,97,97,Generator,Waiting,0,,,
4696,6c4ce3e3-c0df-4cb4-865a-1862396334b6,Buy,2020-09-18 10:03:43.094616,100,LM,100.05,True,100,100,Generator,Accepted,100,99.9 ,100 ,
4697,2c4a5211-d8cc-448f-8ba7-139ae2c79b8a,Sell,2020-09-18 10:03:43.603256,101,LM,100.15,True,101,101,Generator,Waiting,0,,,
4698,0a0715cd-8b99-4fa0-b4d5-937d7c9f3143,Sell,2020-09-18 10:03:44.111896,107,LM,99.9,False,107,107,Generator,Waiting,0,,,
4699,c5e9d34c-bde5-47fa-a4e2-57ac9185930e,Buy,2020-09-18 10:03:44.619684,99,LM,99.85,True,99,99,Generator,Waiting,0,,,
4700,23f6e58b-45e2-4e8d-933f-7280fc52f77e,Buy,2020-09-18 10:03:45.129320,100,LM,99.9,True,100,100,Generator,Waiting,0,,,
4701,dab723bf-c92e-4876-9011-2f8d3a7dc3db,Sell,2020-09-18 10:03:45.638348,95,LM,100.05,False,95,95,Generator,Waiting,0,,,
4702,4baf7a74-a49b-41cc-8163-d0d4c213c01f,Buy,2020-09-18 10:03:46.146882,102,LM,99.7,False,102,102,Generator,Waiting,0,,,
4703,1c6f148d-f226-4b9d-90ad-396191d0563d,Sell,2020-09-18 10:03:46.668530,110,LM,100.05,True,110,110,Generator,Waiting,0,,,
4704,fbb7be41-6902-4b6b-a360-c4abfc9d88aa,Buy,2020-09-18 10:03:47.177563,105,LM,100.0,False,105,105,Generator,Waiting,0,,,
4705,a54232ef-a355-4671-ab60-7fc073e40f98,Sell,2020-09-18 10:03:47.685981,86,MR,-1.0,False,0,86,Generator,Waiting,0,,,
4706,f39c8d21-e891-4f6c-bd51-643ebc96059a,Buy,2020-09-18 10:03:48.194867,99,LM,99.95,False,99,99,Generator,Waiting,0,,,
4707,d6542dbc-b9e2-4f09-8750-0664c49dd419,Buy,2020-09-18 10:03:48.705221,92,MR,-1.0,False,0,92,Generator,Waiting,91,99.95 ,91 ,
4708,f837da81-ce81-456a-9e1d-aaa42e644688,Buy,2020-09-18 10:03:49.215507,93,LM,100.0,False,93,93,Generator,Waiting,0,,,
4709,14b71b01-c375-4683-8ab6-a7030b0270fe,Sell,2020-09-18 10:03:49.828179,103,MR,-1.0,False,0,103,Generator,Accepted,103,100.15 ,103 ,
